name,introduction,url
快穿我的恶魔宿主,　　契约了一个开挂逆天，浑身是bug的黑化宿主。　　白月光系统，虐恋系统，女神系统，绿茶系统。　　精致漂亮的少女笑靥如花,https://www.bige7.com/book/1666/
影帝的诸天轮回,　　缺钱的苏乙找了个临时演员的兼职，没想到竟意外开启了诸天轮回之旅。缝纫机乐队中，他带领乐队逆袭一线，成为新一代摇滚暴烈,https://www.bige7.com/book/3348/
赛博英雄传,　　什么是武？武功无关琴棋书画，无关宝物秘籍，也没那么多天下第一。武功是技术，一种让弱者窥得机会向强者挥刀的技术。什么是,https://www.bige7.com/book/1356/
玄门妖王,　　【最火爆】身负洪荒，天赋异禀，玄门之术，样样精通。二十出山，拳打宗师、脚踢泰斗、名扬华夏，雄震九州！我叫葛羽，一路荡,https://www.bige7.com/book/3226/
我的细胞监狱,　　重生为细胞，携狱典之力，来到古老者已苏醒的平行世界。蒸汽文明、惊悚空间、永夜旧王、城外异魔。命运之门已开启-十字军、,https://www.bige7.com/book/199/
陛下，奇观误国啊！,布鲁诺穿越到了异世界，获得了奇观建造系统。空中花园用来种菜，罗马斗兽场用来踢球，大灯塔拉开了大航海时代的序幕，鲁尔工厂宣,https://www.bige7.com/book/7877/
漫威里的外挂玩家,去电脑城修硬盘的路上，被一记旱雷劈成了焦碳。意外的是，石小磊并没有去世，而是穿越了时空长河，来到了漫威电影宇宙。更让他惊,https://www.bige7.com/book/50363/
诸天纵横之渣渣的崛起,本书又名：扑街网友的一千种死法。炮火震天的淞沪战场上，脸上挂着鼻涕泡的肥宅青年，搂着炸药包冲向了鬼子的小豆丁坦克；一声巨,https://www.bige7.com/book/7063/
仙俗世界,两个不同的世界，不同文明之间的碰撞，修仙文明和科技文明那个更强！本站提示：各位书友要是觉得《仙俗世界》还不错的话请不要忘,https://www.bige7.com/book/42399/
这对血族不太冷,　　流泪不代表慈悲，微笑不代表友善，冷漠不代表无情。血族流淌的血，也未必是冰冷的！地球大学生慕容飞泓一次意外的事故之后，,https://www.bige7.com/book/3489/
兵王沈浪苏若雪,神秘高手龙潜花都，与冰山美女总裁签订婚约，但无奈被嫌弃。可怜的沈浪，只得外出觅食。不料一个个美女接踵而至，沈浪陷入各种桃,https://www.bige7.com/book/22481/
